"subject" "activity" "meantBodyAccX" "stdtBodyAccX" "meantBodyAccY" "stdtBodyAccY" "meantBodyAccZ" "stdtBodyAccZ" "meantGravityAccX" "stdtGravityAccX" "meantGravityAccY" "stdtGravityAccY" "meantGravityAccZ" "stdtGravityAccZ" "meantBodyAccJerkX" "stdtBodyAccJerkX" "meantBodyAccJerkY" "stdtBodyAccJerkY" "meantBodyAccJerkZ" "stdtBodyAccJerkZ" "meantBodyGyroX" "stdtBodyGyroX" "meantBodyGyroY" "stdtBodyGyroY" "meantBodyGyroZ" "stdtBodyGyroZ" "meantBodyGyroJerkX" "stdtBodyGyroJerkX" "meantBodyGyroJerkY" "stdtBodyGyroJerkY" "meantBodyGyroJerkZ" "stdtBodyGyroJerkZ" "meantBodyAccMag" "stdtBodyAccMag" "meantGravityAccMag" "stdtGravityAccMag" "meantBodyAccJerkMag" "stdtBodyAccJerkMag" "meantBodyGyroMag" "stdtBodyGyroMag" "meantBodyGyroJerkMag" "stdtBodyGyroJerkMag" "meanfBodyAccX" "stdfBodyAccX" "meanfBodyAccY" "stdfBodyAccY" "meanfBodyAccZ" "stdfBodyAccZ" "meanfBodyAccJerkX" "stdfBodyAccJerkX" "meanfBodyAccJerkY" "stdfBodyAccJerkY" "meanfBodyAccJerkZ" "stdfBodyAccJerkZ" "meanfBodyGyroX" "stdfBodyGyroX" "meanfBodyGyroY" "stdfBodyGyroY" "meanfBodyGyroZ" "stdfBodyGyroZ" "meanfBodyAccMag" "stdfBodyAccMag" "meanfBodyAccJerkMag" "stdfBodyAccJerkMag" "meanfBodyGyroMag" "stdfBodyGyroMag" "meanfBodyGyroJerkMag" "stdfBodyGyroJerkMag"
"11" "2" "walking_downstairs" 0.27761534806383 -0.0226614158361702 -0.686727264468085 -0.617498609148936 0.0965310679574468 0.0416079317914894 -0.0369105076489362 0.864411659361702 0.711250664893617 -0.236375435638298 -0.340122023191489 0.0984002741553192 0.600437696382979 0.586741684468085 0.132899850775532 -0.11594735287234 -0.705386116170213 -0.813696616382979 -0.0266002124510638 0.137777102780851 -0.502539408553191 0.0142176416668085 0.0964390611574468 0.168943468525532 -0.597836071914894 0.0899511204978723 0.811097108723404 -0.127219660723404 -0.027361318012766 -0.162188586930426 -0.340174989935745 -0.535360485319149 0.2860231991 -0.104119033501702 0.602726388085106 -0.770761835957447 -0.521348454617021 -0.576106894255319 -0.886069098085106 -0.227936056 -0.828051394468085 -0.828356011489362 -0.65084522512766 -0.739803807446809 -0.234703932446809 -0.388393091723404 -0.463926185408511 -0.676461290361702 -0.56674534212766 -0.696966260297872 -0.0874944736085106 -0.379436674361702 -0.163268227410638 -0.394027782744681 -0.813725510638298 -0.796446990425532 -0.905874659787234 -0.879436254042553 -0.818154795106383 -0.786712203617021 0.736142404893617 -0.615553924893617 -0.254774915422979 -0.320838543553191 -0.390955577680851 -0.684271582531915
"12" "2" "walking_upstairs" 0.247164790395833 -0.0214121132045833 -0.758782737708333 -0.616762953125 0.102494700289583 -0.0367731205791667 -0.16941086053125 0.788772288958333 0.743758584166667 -0.425532923995833 -0.5737463525 -0.310505535875 0.668579825833333 0.560819573541667 0.307773663458333 -0.0576912634583333 -0.802039558333333 -0.846950573541667 -0.0366700653125 0.0828891799891667 -0.689746590208333 -0.461828638333333 0.0908010914875 0.1603156019375 -0.62540558625 -0.107322679520833 0.781385257083333 -0.15710129531625 0.2086261309375 -0.219713472958333 -0.616397637916667 -0.632349750208333 0.00843568319166667 -0.16005133040625 0.420494161041667 -0.794354835625 -0.749561682708333 -0.8155060925 -0.918413150833333 -0.378193088541667 -0.925867313541667 -0.895360060625 -0.749753031666667 -0.782700681875 -0.374218484791667 -0.479857777708333 -0.718476685416667 -0.878284440208333 -0.685732447916667 -0.710387764166667 -0.248601122 -0.476358845625 -0.397407960625 -0.57044902125 0.131621245729167 -0.853185719583333 -0.966399018541667 -0.951417535416667 -0.880921031666667 -0.912588141666667 0.531027960833333 -0.622126436875 -0.581564435208333 -0.450612184791667 -0.670718200833333 -0.732362550416667
"13" "3" "laying" 0.275516852741935 -0.0189556785048387 -0.999000353870968 -0.997004058225807 -0.124339144016129 0.158976784610645 0.483814384516129 -0.200734559516129 0.565630590806452 -0.21866326496129 -0.982093162903226 -0.981888223870968 -0.606558793274194 -0.612120826193548 -0.115638882836774 -0.0208170540330645 -0.998688614032258 -0.999181879032258 0.123415507264516 -0.107468164398387 -0.985596716935484 -0.979229599193548 0.138941270206226 0.232419056725806 -0.989182793548387 -0.972791346129032 -0.521034473483871 0.174463355337097 -0.00137649189032258 -0.951564751451613 -0.983421776451613 -0.987310026612903 -0.96446409 -0.964772261290323 -0.752724540532258 -0.739854318629032 -0.999544366612903 -0.999494234354839 -0.998149910967742 -0.997727818387097 -0.999266868064516 -0.997914822419355 -0.984882120483871 -0.981308137419355 0.0448196905903226 -0.479786863548387 -0.999539960806452 -0.999626881451613 -0.998755604677419 -0.998966686129032 -0.962341960806452 -0.975986433709677 -0.977848939354839 -0.982429407096774 -0.598930925190323 -0.999292179032258 -0.999884731612903 -0.999830309677419 -0.998986652580645 -0.997958110806452 -0.806945177612903 -0.819799777596774 -0.736096781774194 -0.96458672483871 -0.983747393225806 -0.990279437096774
"14" "3" "sitting" 0.257197599134615 -0.00350299841730769 -0.979275195769231 -0.963848830961539 -0.0844455764030769 0.129583163759615 0.151027121192308 0.906849382115385 0.481763934192308 -0.531398735833077 -0.974661565961538 -0.975387038461539 -0.579643003846154 -0.508408049692308 0.0239863636019231 -0.0385365204807692 -0.995355537115385 -0.993087757115385 0.0407229025 -0.0518996347942308 -0.980642440961538 -0.968779975576923 0.227930084728846 0.0893185593480769 -0.970296446730769 -0.895383350192308 -0.232158628807692 -0.0252654694001654 -0.0874529105769231 -0.919354372307692 -0.977844982307692 -0.979033066923077 -0.888162478269231 -0.903513670884615 -0.649994264980769 -0.681141439057692 -0.998915438269231 -0.999090096153846 -0.978382594230769 -0.963450066923077 -0.997269536346154 -0.988276869038462 -0.968530250576923 -0.975019507884615 -0.0437473433390385 -0.434861561519231 -0.999290697115385 -0.999081304615385 -0.998110554807692 -0.996038261730769 -0.934967958846154 -0.968013062884615 -0.964252890769231 -0.974549783461538 -0.340439932980769 -0.995915600576923 -0.999719126346154 -0.999635498269231 -0.998152331923077 -0.996825017692308 -0.678458540261539 -0.892572943846154 -0.724057573461538 -0.946664943653846 -0.978624738076923 -0.989509756730769
"15" "3" "standing" 0.280046513278689 -0.0143376555065574 -0.99509755 -0.98525432852459 -0.0069588007204918 0.0520171393393443 0.0316538288737705 0.949053275409836 0.562056149016393 -0.581233457540984 -0.973059634918033 -0.961463373934426 -0.48474534787541 -0.45534395004918 0.0336277803444262 -0.0246626070770492 -0.991766653114754 -0.994075985081967 -0.123428226868852 0.0109543312655738 -0.971102407377049 -0.944734653278689 0.101107497383607 0.0597655522229508 -0.976299603114754 -0.925430819016393 -0.203461737055574 -0.0530049184360656 -0.109356570219672 -0.892089349344262 -0.958359898360656 -0.973221176885246 -0.899897126229508 -0.928318585737705 -0.625531780918033 -0.750396614918033 -0.998321060819672 -0.99861794147541 -0.996472694262295 -0.988741998032787 -0.998770155737705 -0.996506464426229 -0.966404443442623 -0.982435711639344 -0.112367641836066 -0.438366758491803 -0.998186819836066 -0.998786104590164 -0.998068018360656 -0.997935634590164 -0.916172537704918 -0.901985672459016 -0.945197418196721 -0.960234628360656 -0.503948914311475 -0.991668441803279 -0.999518366885246 -0.999057753606557 -0.997360803114754 -0.994932766065574 -0.602409121491803 -0.856416054262295 -0.72661510704918 -0.913682362622951 -0.961081360655738 -0.978681741311475
"16" "3" "walking" 0.275567462068966 -0.0171767844203448 -0.830352159827586 -0.826168522413793 0.272779300637931 0.0369727533 -0.133766800758621 0.948792464310345 0.489854769482759 -0.0238159394810345 -0.52948611637931 -0.28487332862069 0.759533754655172 0.672287976896552 0.244050854189655 -0.0256405192517241 -0.911923441896552 -0.902380998103448 -0.298600048672414 0.298878017217241 -0.619665664137931 -0.582243504827586 0.328975956551724 0.0451742400275862 -0.745770025344828 -0.254690333275862 0.752695279655172 -0.122622286691379 0.14026642347931 -0.466411754137931 -0.605068642068965 -0.734457675 -0.0983750848206897 -0.359449600344828 0.408403989137931 -0.808676304137931 -0.86045303637931 -0.847104828965517 -0.901996593448276 -0.656852371206897 -0.941867909827586 -0.925093777241379 -0.720259894293103 -0.809010728103448 -0.346946648103448 -0.242192131263793 -0.836718366896552 -0.898128252068966 -0.734061434137931 -0.893775782586207 -0.418126217413793 -0.615121369827586 -0.340514099427586 -0.599445492586207 -0.750253528793103 -0.94093780862069 -0.952004140517241 -0.980424252413793 -0.947039314137931 -0.938102224137931 0.449103739827586 -0.619500594655172 -0.186284016931034 -0.569755772241379 -0.525461264137931 -0.784261439310345
"17" "3" "walking_downstairs" 0.292423484693878 -0.0193554079328571 -0.811507385918367 -0.805886497346939 0.1621816913 0.0152509332163265 -0.0878842761428571 0.94324617122449 0.761618942857143 -0.218363196338776 -0.571735243061224 -0.120057917932653 0.509839071632653 0.571792182040816 -0.0435955738979592 -0.13157327645102 -0.653654405428571 -0.890126579591837 -0.16105148522449 0.230357547726531 -0.743961495714286 -0.314655520244898 0.0637983004897959 0.0433164800204082 -0.63285269755102 -0.0628126118283674 0.807186910816327 -0.238833772591837 0.0157209585714286 -0.215294501244898 -0.615068085102041 -0.59943661755102 -0.0285892130346939 -0.347029215714286 0.429728505306122 -0.781435151632653 -0.730917660816327 -0.718082071836735 -0.90694063244898 -0.547830763877551 -0.938889525918367 -0.938703792653061 -0.737285516938776 -0.798253639183673 -0.274421716 -0.376841573 -0.688716915142857 -0.791570633265306 -0.709279343061225 -0.901758835102041 -0.302866461179592 -0.30863033105102 -0.101485393734694 -0.59887004755102 -0.884607208367347 -0.733393668979592 -0.973511827959184 -0.966947427959184 -0.919015861020408 -0.914755756122449 0.640641038163265 -0.553835326755102 -0.517001824510204 -0.332376629371429 -0.666503482857143 -0.771434107142857
"18" "3" "walking_upstairs" 0.260819873067797 -0.0324109410555932 -0.795467227118644 -0.813607422033898 0.292781239355932 -0.13012249889661 -0.149215362423729 0.886007230847458 0.817500914237288 -0.469041779830508 -0.708551711864407 -0.429166237288136 0.57953590559322 0.612238265423729 0.354435184491525 0.0721980309322034 -0.791871793728814 -0.902642221525424 -0.330555922322034 0.313243788745763 -0.823693088135593 -0.562887891186441 0.158261101247458 0.0335533578644068 -0.751837831016949 -0.184014895 0.787170924745763 -0.41054344559322 0.0642124281694915 -0.347321812220339 -0.708974041864407 -0.685082396440678 -0.0346454849955932 -0.41521561779661 0.272711729067797 -0.802077635084746 -0.913023079661017 -0.920037795084746 -0.909065301864407 -0.478666226101695 -0.971497606271186 -0.95626590779661 -0.748904637457627 -0.819892130508475 -0.442664136271186 -0.197298854916949 -0.911833468813559 -0.950158507966102 -0.831736183050848 -0.880120174915254 -0.431503361525424 -0.484820991355932 -0.407672792440678 -0.70551687779661 -0.76191616440678 -0.857585078983051 -0.982613173050847 -0.987044060338983 -0.956501176440678 -0.949416833220339 0.44393165559322 -0.493863237966102 -0.471453166413559 -0.514211583728814 -0.760104533050847 -0.82307702559322
"19" "4" "laying" 0.263559214981481 -0.0150031841055556 -0.996750788148148 -0.997204960740741 -0.0709396218314815 0.0497919164357407 0.334884572777778 -0.387814021666667 0.602300845555556 -0.0580353027037037 -0.978511984259259 -0.979712549259259 -0.643386975 -0.553897035759259 0.0909557492907407 -0.00923156347222222 -0.997157464814815 -0.998483700740741 0.224395396381481 -0.185780526296296 -0.986605086481481 -0.980874906666667 0.22757342507037 0.0846508411685185 -0.988085809814815 -0.954557603148148 -0.491449019777778 0.225664213703704 -0.0149726777944444 -0.930236462592593 -0.984113692037037 -0.987708940185185 -0.945616593333333 -0.965989206111111 -0.75853627512963 -0.913978494555556 -0.997231077962963 -0.995251049444444 -0.996269915925926 -0.992961036851852 -0.998975323333333 -0.998511592037037 -0.972711979259259 -0.980311644814815 0.0770211165 -0.432406665037037 -0.999155017777778 -0.999287694814815 -0.993195611851852 -0.999186834814815 -0.961479262592593 -0.975094739444444 -0.97084733462963 -0.982703078888889 -0.451883781487963 -0.999099922777778 -0.999881812037037 -0.999793619444444 -0.998665371296296 -0.998024588518518 -0.78752204212963 -0.904214559074074 -0.6745744445 -0.961556660185185 -0.982672399074074 -0.987039551666667
"20" "4" "sitting" 0.27153827992 -0.007163065158 -0.9887058172 -0.9889901502 -0.084971863234 0.04247733314 0.11052578024 0.886152842 0.40060182998 -0.443706253428 -0.9790387658 -0.9785156892 -0.5792991424 -0.48478477702 0.081225216248 -0.04944351156 -0.9955076364 -0.998046363 -0.051886439744 0.026513714294 -0.9823744084 -0.959903384 0.232191588508 0.057348587504 -0.9778185216 -0.93569482 -0.28037770802 -0.012637971278 -0.029482200836 -0.9260633138 -0.973656127 -0.9840841936 -0.9083477838 -0.9446975876 -0.6941302309 -0.65677419344 -0.999253259 -0.999163024 -0.9850828144 -0.9759857538 -0.9982520706 -0.9948525238 -0.9785831738 -0.9830454608 0.012245576986 -0.43651427834 -0.9994041356 -0.9996488736 -0.9965253858 -0.998506516 -0.9337768922 -0.973333107 -0.96746129 -0.9802379496 -0.43792698236 -0.998885137 -0.9999146202 -0.9998857422 -0.9989214688 -0.997943551 -0.68285214494 -0.9503448274 -0.6308201576 -0.9487697524 -0.9769814822 -0.9812590948
